pokemonID,name,text,type
ex10-11,Spiral Swirl,"If Poliwrath is your Active Pokémon and is Knocked Out by damage from an opponent's attack, the Attacking Pokémon is now Confused.",Poké-Body,ex10-11
ex10-12,3-D Reset,"As often as you like during your turn (before your attack), return a Pokémon Tool card attached to 1 of your Pokémon to your hand. This power can't be used if Porygon2 is affected by a Special Condition.",Poké-Power,ex10-12
ex10-13,Dual Armor,"As long as Slowbro has any Psychic Energy attached to it, Slowbro is both Water and Psychic type.",Poké-Body,ex10-13
ex10-14,Item Search,"Once during your turn (before your attack), you may search your deck for a Pokémon Tool card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Slowking is affected by a Special Condition.",Poké-Power,ex10-14
ex10-17,Burning Aura,"As long as Typhlosion is your Active Pokémon, put 1 damage counter on each Active Pokémon (both yours and your opponent's) between turns.",Poké-Body,ex10-17
ex10-18,Intimidating Ring,"As long as Ursaring is your Active Pokémon, your opponent's Basic Pokémon can't attack or use any Poké-Powers.",Poké-Body,ex10-18
ex10-21,Baby Evolution,"Once during your turn (before your attack), you may put Clefairy from your hand onto Cleffa (this counts as evolving Cleffa) and remove all damage counters from Cleffa.",Poké-Power,ex10-21
ex10-22,Stages of Evolution,"As long as Electabuzz is an Evolved Pokémon, any damage done to Electabuzz by attacks from your opponent's Pokémon that has any Special Energy cards attached to it is reduced by 40 (after applying Weakness and Resistance).",Poké-Body,ex10-22
ex10-23,Baby Evolution,"Once during your turn (before your attack), you may put Electabuzz from your hand onto Elekid (this counts as evolving Elekid) and remove all damage counters from Elekid.",Poké-Power,ex10-23
ex10-24,Stages of Evolution,"As long as Hitmonchan is an Evolved Pokémon, Hitmonchan gets +30 HP.",Poké-Body,ex10-24
ex10-25,Stages of Evolution,"As long as Hitmonlee is an Evolved Pokémon, Hitmonlee's attacks do 20 more damage to your opponent's Pokémon (before applying Weakness and Resistance).",Poké-Body,ex10-25
ex10-26,Stages of Evolution,"As long as Hitmontop is an Evolved Pokémon, is your Active Pokémon, and is damaged by an opponent's attack (even if Hitmontop is Knocked Out), put 2 damage counters on the Attacking Pokémon.",Poké-Body,ex10-26
ex10-28,Stages of Evolution,"As long as Jynx is an Evolved Pokémon, prevent all effects of opponent's attacks, except damage, done to Jynx, and Jynx has no Weakness.",Poké-Body,ex10-28
ex10-31,Baby Evolution,"Once during your turn (before your attack), you may put Jynx from your hand onto Smoochum (this counts as evolving Smoochum) and remove all damage counters from Smoochum.",Poké-Power,ex10-31
ex10-33,Baby Evolution,"Once during your turn (before your attack), you may put Hitmonlee, Hitmonchan, or Hitmontop from your hand onto Tyrogue (this counts as evolving Tyrogue) and remove all damage counters from Tyrogue.",Poké-Power,ex10-33
ex10-34,Snappy Move,"Once during your turn (before your attack), if Aipom is on your Bench, you may draw a card. Then, discard all cards attached to Aipom and put Aipom on the bottom of your deck. You can't use more than 1 Snappy Move Poké-Power each turn.",Poké-Power,ex10-34
ex10-39,Intimidating Fang,"As long as Granbull is your Active Pokémon, any damage done by an opponent's attack is reduced by 10 (after applying Weakness and Resistance).",Poké-Body,ex10-39
ex10-41,Dual Armor,"As long as Magcargo has any Fighting Energy attached to it, Magcargo is both Fire and Fighting type.",Poké-Body,ex10-41
ex10-42,Thick Fat,Any damage done to Miltank by attacks from Fire Pokémon and Water Pokémon is reduced by 30 (after applying Weakness and Resistance).,Poké-Body,ex10-42
ex10-44,Dense,Any damage done to Quagsire by attacks from your opponent's Evolved Pokémon is reduced by 20 (after applying Weakness and Resistance).,Poké-Body,ex10-44
ex10-47,Extra-tight,Prevent all damage done to Shuckle by attacks from your opponent's Pokémon-ex.,Poké-Body,ex10-47
ex10-48,Makeover,"Once during your turn (before your attack), you may discard a basic Energy card attached to 1 of your Pokémon (excluding Pokémon-ex). If you do, search your discard pile for a basic Energy card (excluding the one you discarded) and attach it to that Pokémon. This power can't be used if Smeargle is affected by a Special Condition.",Poké-Power,ex10-48
ex10-55,Energy Evolution,"Whenever you attach an Energy card from your hand to Eevee, you may search your deck for a card that evolves from Eevee that is the same type as the Energy card you attached to Eevee. Put that card onto Eevee. (This counts as evolving Eevee.) Shuffle your deck afterward. This power can't be used when you attach an Energy card to Eevee as part of an attack's effect.",Poké-Power,ex10-55
ex10-57,Free Flight,"If Gligar has no Energy cards attached to it, Gligar's Retreat Cost is 0.",Poké-Body,ex10-57
ex10-101,Blissful Support,"Once during your turn, when you play Blissey ex from your hand to evolve 1 of your Pokémon, you may discard all Energy cards attached to any number of your Pokémon and remove all damage counters from those Pokémon.",Poké-Power,ex10-101
ex10-102,Devo Flash,"Once during your turn, when you play Espeon ex from your hand to evolve 1 of your Pokémon, you may choose 1 Evolved Pokémon on your opponent's Bench, remove the highest Stage Evolution card from that Pokémon, and put it back into his or her hand.",Poké-Power,ex10-102
ex10-103,Overpowering Fang,"As long as Feraligatr ex is your Active Pokémon, each player's Pokémon (excluding Pokémon-ex) can't use any Poké-Powers or Poké-Bodies.",Poké-Body,ex10-103
ex10-104,Golden Wing,"If Ho-Oh ex would be Knocked Out by damage from an opponent's attack, you may move up to 2 Energy attached to Ho-Oh ex to your Pokémon in any way you like.",Poké-Power,ex10-104
ex10-105,Silver Sparkle,"If Lugia ex is your Active Pokémon and is damaged by an opponent's attack (even if Lugia ex is Knocked Out), flip a coin. If heads, choose an Energy card attached to the Attacking Pokémon and return it to your opponent's hand.",Poké-Body,ex10-105
ex10-106,Nurture and Heal,"Once during your turn (before your attack), you may attach a Grass Energy card from your hand to 1 of your Pokémon. If you do, remove 1 damage counter from that Pokémon. This power can't be used if Meganium ex is affected by a Special Condition.",Poké-Power,ex10-106
ex10-108,Danger Perception,"As long as Scizor ex's remaining HP is 60 or less, Scizor ex does 40 more damage to the Defending Pokémon (before applying Weakness and Resistance).",Poké-Body,ex10-108
ex10-109,Poison Resistance,Steelix ex can't be Poisoned.,Poké-Body,ex10-109
ex10-110,Bursting Up,"Once during your turn when you play Typhlosion ex from your hand to evolve 1 of your Pokémon, count the number of your opponent's Benched Pokémon. You may search your deck for up to that number of Fire Energy cards and attach them to 1 of your Fire Pokémon. Shuffle your deck afterward.",Poké-Power,ex10-110
ex10-112,Darker Ring,"Once during your turn (before your attack), when you play Umbreon ex from your hand to evolve 1 of your Pokémon, switch 1 of your opponent's Benched Pokémon with 1 of the Defending Pokémon. Your opponent chooses the Defending Pokémon to switch.",Poké-Power,ex10-112
ex10-116,Night Cry,"Once during your turn, if Rocket's Persian ex is on your Bench, you may search your deck for a Pokémon with Dark or Rocket's in its name. Show it to your opponent and put it into your hand. Shuffle your deck afterward.",Poké-Power,ex10-116
ex10-A,Shuffle,"Once during your turn (before your attack), you may search your deck for another Unown and switch it with Unown. (Any cards attached to Unown, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Unown on top of your deck. Shuffle your deck afterward. You can't use more than 1 Shuffle Poké-Power each turn.",Poké-Power,ex10-A
ex10-B,Shuffle,"Once during your turn (before your attack), you may search your deck for another Unown and switch it with Unown. (Any cards attached to Unown, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Unown on top of your deck. Shuffle your deck afterward. You can't use more than 1 Shuffle Poké-Power each turn.",Poké-Power,ex10-B
ex10-C,Shuffle,"Once during your turn (before your attack), you may search your deck for another Unown and switch it with Unown. (Any cards attached to Unown, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Unown on top of your deck. Shuffle your deck afterward. You can't use more than 1 Shuffle Poké-Power each turn.",Poké-Power,ex10-C
ex10-D,Shuffle,"Once during your turn (before your attack), you may search your deck for another Unown and switch it with Unown. (Any cards attached to Unown, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Unown on top of your deck. Shuffle your deck afterward. You can't use more than 1 Shuffle Poké-Power each turn.",Poké-Power,ex10-D
ex10-E,Shuffle,"Once during your turn (before your attack), you may search your deck for another Unown and switch it with Unown. (Any cards attached to Unown, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Unown on top of your deck. Shuffle your deck afterward. You can't use more than 1 Shuffle Poké-Power each turn.",Poké-Power,ex10-E
ex10-F,Shuffle,"Once during your turn (before your attack), you may search your deck for another Unown and switch it with Unown. (Any cards attached to Unown, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Unown on top of your deck. Shuffle your deck afterward. You can't use more than 1 Shuffle Poké-Power each turn.",Poké-Power,ex10-F
ex10-G,Shuffle,"Once during your turn (before your attack), you may search your deck for another Unown and switch it with Unown. (Any cards attached to Unown, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Unown on top of your deck. Shuffle your deck afterward. You can't use more than 1 Shuffle Poké-Power each turn.",Poké-Power,ex10-G
ex10-H,Shuffle,"Once during your turn (before your attack), you may search your deck for another Unown and switch it with Unown. (Any cards attached to Unown, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Unown on top of your deck. Shuffle your deck afterward. You can't use more than 1 Shuffle Poké-Power each turn.",Poké-Power,ex10-H
ex10-I,Shuffle,"Once during your turn (before your attack), you may search your deck for another Unown and switch it with Unown. (Any cards attached to Unown, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Unown on top of your deck. Shuffle your deck afterward. You can't use more than 1 Shuffle Poké-Power each turn.",Poké-Power,ex10-I
