id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier,ability_name,ability_text,ability_type
xy6-61,M Rayquaza-EX,[384],,230,Dragon,,Rayquaza-EX,Fairy,×2,,,
xy6-62,Hydreigon-EX,[635],,180,Dragon,,,Fairy,×2,Dragon Road,"If there is any Stadium card in play, the Retreat Cost of each of your Dragon Pokémon in play is ColorlessColorless less.",Ability
xy6-63,Reshiram,[643],,130,Dragon,,,Fairy,×2,Turboblaze,"Once during your turn (before your attack), if this Pokémon is your Active Pokémon, you may attach a Fire Energy card from your hand to 1 of your Dragon Pokémon.",Ability
xy6-64,Zekrom,[644],,130,Dragon,,,Fairy,×2,,,
xy6-65,Spearow,[21],,60,Colorless,,,Lightning,×2,,,
xy6-66,Fearow,[22],,100,Colorless,,Spearow,Lightning,×2,,,
xy6-67,Meowth,[52],,60,Colorless,,,Fighting,×2,,,
xy6-68,Dunsparce,[206],,60,Colorless,,,Fighting,×2,,,
xy6-69,Skarmory,[227],,100,Colorless,,,Lightning,×2,,,
xy6-70,Taillow,[276],,50,Colorless,,,Lightning,×2,,,
xy6-71,Swellow,[277],,90,Colorless,,Taillow,Lightning,×2,,,
xy6-72,Swellow,[277],,90,Colorless,,Taillow,Lightning,×2,,,
xy6-73,Swablu,[333],,40,Colorless,,,Lightning,×2,,,
xy6-74,Altaria,[334],,90,Colorless,,Swablu,Lightning,×2,Clear Humming,Each of your Colorless Pokémon has no Weakness.,Ability
xy6-75,Rayquaza-EX,[384],,170,Colorless,,,Lightning,×2,,,
xy6-76,M Rayquaza-EX,[384],,220,Colorless,,Rayquaza-EX,Lightning,×2,,,
xy6-77,Shaymin-EX,[492],,110,Colorless,,,Lightning,×2,Set Up,"When you play this Pokémon from your hand onto your Bench, you may draw cards until you have 6 cards in your hand.",Ability
xy6-77a,Shaymin-EX,[492],,110,Colorless,,,Lightning,×2,Set Up,"When you play this Pokémon from your hand onto your Bench, you may draw cards until you have 6 cards in your hand.",Ability
xy6-78,Pidove,[519],,60,Colorless,,,Lightning,×2,,,
xy6-79,Tranquill,[520],,80,Colorless,,Pidove,Lightning,×2,,,
xy6-80,Unfezant,[521],,130,Colorless,,Tranquill,Lightning,×2,,,
xy6-81,Unfezant,[521],,140,Colorless,,Tranquill,Lightning,×2,,,
xy6-82,Fletchling,[661],,40,Colorless,,,Lightning,×2,,,
xy6-98,Thundurus-EX,[642],,170,Lightning,,,Fighting,×2,,,
xy6-99,Gallade-EX,[475],,170,Psychic,,,Psychic,×2,,,
xy6-100,M Gallade-EX,[475],,220,Psychic,,Gallade-EX,Psychic,×2,,,
xy6-101,Latios-EX,[381],,170,Dragon,,,Fairy,×2,,,
xy6-102,M Latios-EX,[381],,220,Dragon,,Latios-EX,Fairy,×2,,,
xy6-103,Hydreigon-EX,[635],,180,Dragon,,,Fairy,×2,Dragon Road,"If there is any Stadium card in play, the Retreat Cost of each of your Dragon Pokémon in play is ColorlessColorless less.",Ability
xy6-104,Rayquaza-EX,[384],,170,Colorless,,,Lightning,×2,,,
xy6-105,M Rayquaza-EX,[384],,220,Colorless,,Rayquaza-EX,Lightning,×2,,,
xy6-106,Shaymin-EX,[492],,110,Colorless,,,Lightning,×2,Set Up,"When you play this Pokémon from your hand onto your Bench, you may draw cards until you have 6 cards in your hand.",Ability
xy7-1,Oddish,[43],,50,Grass,,,Fire,×2,,,
xy7-2,Gloom,[44],,80,Grass,,Oddish,Fire,×2,,,
xy7-3,Vileplume,[45],,130,Grass,,Gloom,Fire,×2,Irritating Pollen,Each player can't play any Item cards from his or her hand.,Ability
xy7-4,Bellossom,[182],,120,Grass,,Gloom,Fire,×2,,,
xy7-5,Spinarak,[167],,50,Grass,,,Fire,×2,,,
xy7-6,Ariados,[168],,70,Grass,,Spinarak,Fire,×2,Poisonous Nest,"Once during your turn (before your attack), you may use this Ability. Both Active Pokémon (except for Grass Pokémon) are now Poisoned.",Ability
xy7-7,Sceptile-EX,[254],,170,Grass,,,Fire,×2,,,
xy7-8,M Sceptile-EX,[254],,220,Grass,,Sceptile-EX,Fire,×2,,,
xy7-9,Combee,[415],,40,Grass,,,Fire,×2,,,
xy7-10,Vespiquen,[416],,90,Grass,,Combee,Fire,×2,,,
xy7-11,Vespiquen,[416],,90,Grass,,Combee,Fire,×2,,,
xy7-12,Virizion,[640],,110,Grass,,,Fire,×2,,,
xy7-13,Flareon,[136],,90,Fire,,Eevee,Water,×2,Flare Effect,Each of your Stage 1 Pokémon in play is now a Fire Pokémon in addition to its existing types.,Ability
xy7-14,Entei,[244],,120,Fire,,,Water,×2,,,
xy7-15,Entei,[244],,130,Fire,,,Water,×2,,,
xy7-16,Larvesta,[636],,70,Fire,,,Water,×2,,,
xy7-17,Volcarona,[637],,100,Fire,,Larvesta,Water,×2,,,
xy7-18,Volcarona,[637],,110,Fire,,Larvesta,Water,×2,,,
xy7-19,Magikarp,[129],,30,Water,,,Lightning,×2,,,
xy7-20,Gyarados,[130],,130,Water,,Magikarp,Lightning,×2,,,
xy7-21,Gyarados,[130],,130,Water,,Magikarp,Lightning,×2,,,
xy7-22,Vaporeon,[134],,90,Water,,Eevee,Grass,×2,Aqua Effect,Each of your Stage 1 Pokémon in play is now a Water Pokémon in addition to its existing types.,Ability
xy7-23,Relicanth,[369],,90,Water,,,Grass,×2,,,
xy7-24,Regice,[378],,120,Water,,,Metal,×2,,,
xy7-25,Kyurem-EX,[646],,180,Water,,,Metal,×2,,,
xy7-26,Jolteon,[135],,90,Lightning,,Eevee,Fighting,×2,Electric Effect,Each of your Stage 1 Pokémon in play is now a Lightning Pokémon in addition to its existing types.,Ability
xy7-27,Ampharos-EX,[181],,170,Lightning,,,Fighting,×2,,,
xy7-28,M Ampharos-EX,[181],,220,Lightning,,Ampharos-EX,Fighting,×2,,,
xy7-29,Rotom,[479],,70,Lightning,,,Fighting,×2,,,
xy7-30,Unown,[201],,60,Psychic,,,Psychic,×2,Farewell Letter,"Once during your turn (before your attack), if this Pokémon is on your Bench, you may discard this Pokémon and all cards attached to it (this does not count as a Knock Out). If you do, draw a card.",Ability
xy7-31,Baltoy,[343],,60,Psychic,,,Psychic,×2,,,
xy7-32,Baltoy,[343],,60,Psychic,,,Psychic,×2,,,
xy7-33,Claydol,[344],,100,Psychic,,Baltoy,Psychic,×2,,,
xy7-34,Golett,[622],,90,Psychic,,,Darkness,×2,,,
xy7-35,Golurk,[623],,130,Psychic,,Golett,Darkness,×2,Double Type,"As long as this Pokémon is in play, it is Psychic and Fighting type.",Ability
xy7-36,Hoopa-EX,[720],,170,Psychic,,,Psychic,×2,Scoundrel Ring,"When you play this Pokémon from your hand onto your Bench, you may search your deck for up to 3 Pokémon-EX (except for Hoopa-EX), reveal them, and put them into your hand. Shuffle your deck afterward.",Ability
xy7-37,Machamp-EX,[68],,180,Fighting,,,Psychic,×2,,,
xy7-38,Wooper,[194],,60,Fighting,,,Grass,×2,,,
xy7-39,Quagsire,[195],,110,Fighting,,Wooper,Grass,×2,,,
xy7-40,Regirock,[377],,120,Fighting,,,Grass,×2,,,
xy7-41,Golurk,[623],,130,Fighting,,Golett,Grass,×2,,,
xy7-42,Tyranitar-EX,[248],,180,Darkness,,,Fighting,×2,,,
xy7-43,M Tyranitar-EX,[248],,240,Darkness,,Tyranitar-EX,Fighting,×2,,,
xy7-44,Sableye,[302],,70,Darkness,,,,,,,
xy7-45,Inkay,[686],,50,Darkness,,,Fighting,×2,,,
xy7-46,Malamar,[687],,90,Darkness,,Inkay,Fighting,×2,,,
xy7-47,Beldum,[374],,60,Metal,,,Fire,×2,,,
xy7-48,Metang,[375],,90,Metal,,Beldum,Fire,×2,,,
xy7-49,Metagross,[376],,150,Metal,,Metang,Fire,×2,Magnetic Warp,"Once during your turn (before your attack), you may switch your Active Pokémon with 1 of your Benched Pokémon. If you do, your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon.",Ability
xy7-50,Metagross,[376],,150,Metal,,Metang,Fire,×2,,,
xy7-51,Registeel,[379],,120,Metal,,,Fire,×2,,,
xy7-52,Ralts,[280],,60,Fairy,,,Metal,×2,,,
xy7-53,Kirlia,[281],,80,Fairy,,Ralts,Metal,×2,,,
xy7-54,Gardevoir,[282],,130,Fairy,,Kirlia,Metal,×2,Bright Heal,"Once during your turn (before your attack), you may heal 20 damage from each of your Pokémon.",Ability
xy7-55,Cottonee,[546],,40,Fairy,,,Metal,×2,,,
xy7-56,Whimsicott,[547],,70,Fairy,,Cottonee,Metal,×2,,,
xy7-57,Giratina-EX,[487],,170,Dragon,,,Fairy,×2,Renegade Pulse,"Prevent all effects of attacks, including damage, done to this Pokémon by your opponent's Mega Evolution Pokémon.",Ability
xy7-58,Goomy,[704],,40,Dragon,,,Fairy,×2,Water Down,"Whenever you attach a Water Energy card from your hand to this Pokémon, you may search your deck for Goomy and put it onto your Bench. Shuffle your deck afterward.",Ability
xy7-59,Sliggoo,[705],,70,Dragon,,Goomy,Fairy,×2,,,
xy7-60,Goodra,[706],,150,Dragon,,Sliggoo,Fairy,×2,,,
xy7-61,Meowth,[52],,60,Colorless,,,Fighting,×2,,,
xy7-62,Persian,[53],,90,Colorless,,Meowth,Fighting,×2,,,
xy7-63,Eevee,[133],,60,Colorless,,,Fighting,×2,,,
xy7-64,Porygon,[137],,60,Colorless,,,Fighting,×2,,,
xy7-65,Porygon2,[233],,80,Colorless,,Porygon,Fighting,×2,,,
xy7-66,Porygon-Z,[474],,130,Colorless,,Porygon2,Fighting,×2,,,
xy7-67,Porygon-Z,[474],,130,Colorless,,Porygon2,Fighting,×2,,,
xy7-68,Lugia-EX,[249],,170,Colorless,,,Lightning,×2,,,
xy7-84,Sceptile-EX,[254],,170,Grass,,,Fire,×2,,,
xy7-85,M Sceptile-EX,[254],,220,Grass,,Sceptile-EX,Fire,×2,,,
xy7-86,Kyurem-EX,[646],,180,Water,,,Metal,×2,,,
xy7-87,Ampharos-EX,[181],,170,Lightning,,,Fighting,×2,,,
xy7-88,M Ampharos-EX,[181],,220,Lightning,,Ampharos-EX,Fighting,×2,,,
xy7-89,Hoopa-EX,[720],,170,Psychic,,,Psychic,×2,Scoundrel Ring,"When you play this Pokémon from your hand onto your Bench, you may search your deck for up to 3 Pokémon-EX (except for Hoopa-EX), reveal them, and put them into your hand. Shuffle your deck afterward.",Ability
xy7-90,Machamp-EX,[68],,180,Fighting,,,Psychic,×2,,,
xy7-91,Tyranitar-EX,[248],,180,Darkness,,,Fighting,×2,,,
xy7-92,M Tyranitar-EX,[248],,240,Darkness,,Tyranitar-EX,Fighting,×2,,,
xy7-93,Giratina-EX,[487],,170,Dragon,,,Fairy,×2,Renegade Pulse,"Prevent all effects of attacks, including damage, done to this Pokémon by your opponent's Mega Evolution Pokémon.",Ability
xy7-94,Lugia-EX,[249],,170,Colorless,,,Lightning,×2,,,
xy7-96,Primal Kyogre-EX,[382],,240,Water,,Kyogre-EX,Grass,×2,,,
xy7-97,Primal Groudon-EX,[383],,240,Fighting,,Groudon-EX,Grass,×2,,,
xy7-98,M Rayquaza-EX,[384],,220,Colorless,,Rayquaza-EX,Lightning,×2,,,
xy8-1,Paras,[46],,60,Grass,,,Fire,×2,,,
xy8-2,Parasect,[47],,100,Grass,,Paras,Fire,×2,,,
xy8-3,Pinsir,[127],,100,Grass,,,Fire,×2,,,
xy8-4,Cacnea,[331],,60,Grass,,,Fire,×2,,,
xy8-5,Pansage,[511],,60,Grass,,,Fire,×2,,,
xy8-6,Simisage,[512],,90,Grass,,Pansage,Fire,×2,,,
xy8-7,Chespin,[650],,60,Grass,,,Fire,×2,,,
xy8-8,Chespin,[650],,60,Grass,,,Fire,×2,,,
xy8-9,Chespin,[650],,60,Grass,,,Fire,×2,,,
xy8-10,Quilladin,[651],,90,Grass,,Chespin,Fire,×2,,,
xy8-11,Chesnaught,[652],,160,Grass,,Quilladin,Fire,×2,,,
xy8-12,Chesnaught BREAK,[652],,190,Grass,,Chesnaught,,,,,
xy8-13,Scatterbug,[664],,30,Grass,,,Fire,×2,,,
xy8-14,Spewpa,[665],,70,Grass,,Scatterbug,Fire,×2,,,
xy8-15,Vivillon,[666],,120,Grass,,Spewpa,Fire,×2,Energy Color,"Once during your turn (before your attack), you may flip a coin. If heads, search your deck for a basic Energy card and attach it to 1 of your Pokémon. Shuffle your deck afterward.",Ability
xy8-16,Skiddo,[672],,70,Grass,,,Fire,×2,,,
xy8-17,Gogoat,[673],,120,Grass,,Skiddo,Fire,×2,,,
xy8-18,Cyndaquil,[155],,60,Fire,,,Water,×2,,,
xy8-19,Quilava,[156],,80,Fire,,Cyndaquil,Water,×2,,,
xy8-20,Typhlosion,[157],,150,Fire,,Quilava,Water,×2,,,
xy8-21,Houndoom-EX,[229],,170,Fire,,,Water,×2,,,
xy8-22,M Houndoom-EX,[229],,210,Fire,,Houndoom-EX,Water,×2,,,
xy8-23,Pansear,[513],,60,Fire,,,Water,×2,,,
xy8-24,Simisear,[514],,90,Fire,,Pansear,Water,×2,,,
xy8-25,Fennekin,[653],,50,Fire,,,Water,×2,,,
xy8-26,Braixen,[654],,80,Fire,,Fennekin,Water,×2,,,
xy8-27,Goldeen,[118],,60,Water,,,Grass,×2,,,
xy8-28,Seaking,[119],,90,Water,,Goldeen,Grass,×2,,,
xy8-29,Staryu,[120],,60,Water,,,Grass,×2,,,
xy8-30,Starmie,[121],,90,Water,,Staryu,Grass,×2,,,
xy8-31,Remoraid,[223],,60,Water,,,Grass,×2,,,
xy8-32,Remoraid,[223],,60,Water,,,Grass,×2,,,
xy8-33,Octillery,[224],,90,Water,,Remoraid,Grass,×2,Abyssal Hand,"Once during your turn (before your attack), you may draw cards until you have 5 cards in your hand.",Ability
xy8-34,Glalie-EX,[362],,170,Water,,,Metal,×2,,,
xy8-35,M Glalie-EX,[362],,220,Water,,Glalie-EX,Metal,×2,,,
xy8-36,Piplup,[393],,60,Water,,,Grass,×2,,,
xy8-37,Prinplup,[394],,80,Water,,Piplup,Grass,×2,,,
xy8-38,Empoleon,[395],,140,Water,,Prinplup,Grass,×2,Dignified Fighter,Each of your Basic Pokémon's attacks does 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).,Ability
xy8-39,Snover,[459],,80,Water,,,Metal,×2,,,
xy8-40,Abomasnow,[460],,130,Water,,Snover,Metal,×2,,,
xy8-41,Panpour,[515],,60,Water,,,Grass,×2,,,
xy8-42,Simipour,[516],,90,Water,,Panpour,Grass,×2,,,
xy8-43,Vanillite,[582],,50,Water,,,Metal,×2,,,
xy8-44,Vanillish,[583],,70,Water,,Vanillite,Metal,×2,,,
xy8-45,Vanilluxe,[584],,130,Water,,Vanillish,Metal,×2,,,
xy8-46,Froakie,[656],,50,Water,,,Grass,×2,,,
xy8-47,Frogadier,[657],,70,Water,,Froakie,Grass,×2,,,
xy8-48,Pikachu,[25],,60,Lightning,,,Fighting,×2,,,
xy8-49,Raichu,[26],,90,Lightning,,Pikachu,Fighting,×2,,,
xy8-50,Raichu BREAK,[26],,130,Lightning,,Raichu,,,,,
xy8-51,Magnemite,[81],,60,Lightning,,,Fighting,×2,Sparkling Induction,"As long as this Pokémon is your Active Pokémon, its Retreat Cost is Colorless less for each Magnemite on your Bench.",Ability
xy8-52,Magnemite,[81],,60,Lightning,,,Fighting,×2,,,
xy8-53,Magneton,[82],,80,Lightning,,Magnemite,Fighting,×2,,,
xy8-54,Magnezone,[462],,140,Lightning,,Magneton,Fighting,×2,Magnetic Circuit,"As often as you like during your turn (before your attack), you may attach a Lightning Energy card from your hand to 1 of your Pokémon.",Ability
xy8-55,Raikou,[243],,120,Lightning,,,Fighting,×2,Shining Body,"If this Pokémon has any Lightning Energy attached to it, any damage done to this Pokémon by attacks is reduced by 20 (after applying Weakness and Resistance).",Ability
xy8-56,Stunfisk,[618],,110,Lightning,,,Fighting,×2,,,
xy8-57,Dedenne,[702],,60,Lightning,,,Fighting,×2,,,
xy8-58,Gastly,[92],,50,Psychic,,,Darkness,×2,,,
xy8-59,Haunter,[93],,70,Psychic,,Gastly,Darkness,×2,Gothic Fear,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may leave both Active Pokémon Confused.",Ability
xy8-60,Gengar,[94],,130,Psychic,,Haunter,Darkness,×2,,,
xy8-61,Mewtwo-EX,[150],,170,Psychic,,,Psychic,×2,,,
xy8-62,Mewtwo-EX,[150],,170,Psychic,,,Psychic,×2,,,
xy8-63,M Mewtwo-EX,[150],,230,Psychic,,Mewtwo-EX,Psychic,×2,,,
xy8-64,M Mewtwo-EX,[150],,210,Psychic,,Mewtwo-EX,Psychic,×2,,,
xy8-65,Misdreavus,[200],,60,Psychic,,,Darkness,×2,,,
xy8-66,Mismagius,[429],,90,Psychic,,Misdreavus,Darkness,×2,Twisted Incantation,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may have your opponent shuffle his or her hand into his or her deck and draw a card for each of his or her remaining Prize cards.",Ability
xy8-67,Wobbuffet,[202],,100,Psychic,,,Psychic,×2,,,
xy8-68,Ralts,[280],,60,Psychic,,,Psychic,×2,,,
xy8-69,Kirlia,[281],,80,Psychic,,Ralts,Psychic,×2,,,
xy8-70,Cresselia,[488],,110,Psychic,,,Psychic,×2,My Way,"If there is any Stadium card in play, this Pokémon has no Retreat Cost.",Ability
xy8-71,Woobat,[527],,60,Psychic,,,Lightning,×2,,,
xy8-72,Swoobat,[528],,90,Psychic,,Woobat,Lightning,×2,,,
xy8-73,Elgyem,[605],,50,Psychic,,,Psychic,×2,,,
xy8-74,Beheeyem,[606],,90,Psychic,,Elgyem,Psychic,×2,,,
xy8-75,Sandshrew,[27],,60,Fighting,,,Grass,×2,,,
xy8-76,Sandslash,[28],,90,Fighting,,Sandshrew,Grass,×2,,,
xy8-77,Cubone,[104],,70,Fighting,,,Grass,×2,,,
xy8-78,Marowak,[105],,100,Fighting,,Cubone,Grass,×2,,,
xy8-79,Marowak BREAK,[105],,140,Fighting,,Marowak,,,,,
xy8-80,Swinub,[220],,60,Fighting,,,Grass,×2,,,
xy8-81,Piloswine,[221],,100,Fighting,,Swinub,Grass,×2,,,
xy8-82,Mamoswine,[473],,160,Fighting,,Piloswine,Grass,×2,Thick Fat,Any damage done to this Pokémon by attacks from your opponent's Fire or Water Pokémon is reduced by 30 (after applying Weakness and Resistance).,Ability
xy8-83,Hippopotas,[449],,80,Fighting,,,Grass,×2,,,
xy8-84,Gallade,[475],,150,Fighting,,Kirlia,Psychic,×2,Premonition,"Once during your turn (before your attack), you may look at the top 5 cards of your deck and put them back on top of your deck in any order.",Ability
xy8-85,Meloetta,[648],,90,Fighting,,,Psychic,×2,,,
xy8-86,Pancham,[674],,60,Fighting,,,Psychic,×2,,,
xy8-87,Hawlucha,[701],,80,Fighting,,,Lightning,×2,,,
xy8-88,Cacturne,[332],,100,Darkness,,Cacnea,Fighting,×2,,,
xy8-89,Zorua,[570],,60,Darkness,,,Fighting,×2,,,
xy8-90,Zorua,[570],,60,Darkness,,,Fighting,×2,,,
xy8-91,Zoroark,[571],,100,Darkness,,Zorua,Fighting,×2,Stand In,"Once during your turn (before your attack), if this Pokémon is on your Bench, you may switch this Pokémon with your Active Pokémon.",Ability
xy8-92,Zoroark BREAK,[571],,140,Darkness,,Zoroark,,,,,
xy8-93,Inkay,[686],,50,Darkness,,,Fighting,×2,,,
xy8-94,Yveltal,[717],,130,Darkness,,,Lightning,×2,Fright Night,"As long as this Pokémon is your Active Pokémon, each Pokémon Tool card in play has no effect.",Ability
xy8-95,Bronzor,[436],,60,Metal,,,Fire,×2,,,
xy8-96,Bronzong,[437],,110,Metal,,Bronzor,Fire,×2,,,
xy8-97,Mr. Mime,[122],,70,Fairy,,,Metal,×2,Bench Barrier,Prevent all damage done to your Benched Pokémon by attacks.,Ability
xy8-98,Snubbull,[209],,70,Fairy,,,Metal,×2,,,
xy8-99,Granbull,[210],,120,Fairy,,Snubbull,Metal,×2,,,
xy8-100,Ralts,[280],,60,Fairy,,,Metal,×2,,,
xy8-101,Flabébé,[669],,30,Fairy,,,Metal,×2,,,
xy8-102,Floette,[670],,70,Fairy,,Flabébé,Metal,×2,,,
xy8-103,Florges,[671],,110,Fairy,,Floette,Metal,×2,Calming Aroma,Each of your Pokémon's attacks costs Fairy less.,Ability
xy8-104,Florges BREAK,[671],,140,Fairy,,Florges,,,Floral Breeze,"Once during your turn (before your attack), you may heal 30 damage and remove a Special Condition from your Active Pokémon.",Ability
xy8-105,Spritzee,[682],,40,Fairy,,,Metal,×2,,,
xy8-106,Aromatisse,[683],,90,Fairy,,Spritzee,Metal,×2,,,
xy8-107,Xerneas,[716],,120,Fairy,,,Metal,×2,,,
xy8-108,Axew,[610],,60,Dragon,,,Fairy,×2,,,
xy8-109,Axew,[610],,60,Dragon,,,Fairy,×2,,,
xy8-110,Fraxure,[611],,80,Dragon,,Axew,Fairy,×2,,,
xy8-111,Haxorus,[612],,160,Dragon,,Fraxure,Fairy,×2,,,
xy8-112,Noivern,[715],,100,Dragon,,Noibat,Fairy,×2,,,
xy8-113,Noivern BREAK,[715],,130,Dragon,,Noivern,,,,,
xy8-114,Meowth,[52],,60,Colorless,,,Fighting,×2,,,
xy8-115,Doduo,[84],,60,Colorless,,,Lightning,×2,,,
xy8-116,Doduo,[84],,60,Colorless,,,Lightning,×2,,,
xy8-117,Dodrio,[85],,90,Colorless,,Doduo,Lightning,×2,Retreat Aid,"As long as this Pokémon is on your Bench, your Active Pokémon's Retreat Cost is ColorlessColorless less.",Ability
xy8-118,Snorlax,[143],,120,Colorless,,,Fighting,×2,Plump Body,Any damage done to this Pokémon by attacks is reduced by 30 (after applying Weakness and Resistance).,Ability
xy8-119,Hoothoot,[163],,60,Colorless,,,Lightning,×2,,,
xy8-120,Noctowl,[164],,90,Colorless,,Hoothoot,Lightning,×2,,,
xy8-121,Teddiursa,[216],,70,Colorless,,,Fighting,×2,,,
xy8-122,Ursaring,[217],,130,Colorless,,Teddiursa,Fighting,×2,,,
xy8-123,Smeargle,[235],,70,Colorless,,,Fighting,×2,Second Coat,"Once during your turn (before your attack), you may switch a basic Energy card attached to your Active Pokémon with a different type of basic Energy card from your discard pile.",Ability
xy8-124,Swablu,[333],,40,Colorless,,,Lightning,×2,,,
xy8-125,Starly,[396],,50,Colorless,,,Lightning,×2,,,
xy8-126,Staravia,[397],,80,Colorless,,Starly,Lightning,×2,,,
xy8-127,Staraptor,[398],,140,Colorless,,Staravia,Lightning,×2,,,
xy8-128,Chatot,[441],,70,Colorless,,,Lightning,×2,,,
xy8-129,Rufflet,[627],,50,Colorless,,,Lightning,×2,,,
xy8-130,Braviary,[628],,100,Colorless,,Rufflet,Lightning,×2,,,
xy8-131,Noibat,[714],,50,Colorless,,,Lightning,×2,,,
xy8-132,Noibat,[714],,60,Colorless,,,Lightning,×2,,,
xy8-153,Houndoom-EX,[229],,170,Fire,,,Water,×2,,,
xy8-154,M Houndoom-EX,[229],,210,Fire,,Houndoom-EX,Water,×2,,,
xy8-155,Glalie-EX,[362],,170,Water,,,Metal,×2,,,
xy8-156,M Glalie-EX,[362],,220,Water,,Glalie-EX,Metal,×2,,,
xy8-157,Mewtwo-EX,[150],,170,Psychic,,,Psychic,×2,,,
xy8-158,Mewtwo-EX,[150],,170,Psychic,,,Psychic,×2,,,
xy8-159,M Mewtwo-EX,[150],,230,Psychic,,Mewtwo-EX,Psychic,×2,,,
xy8-160,M Mewtwo-EX,[150],,210,Psychic,,Mewtwo-EX,Psychic,×2,,,
xy8-163,Mewtwo-EX,[150],,170,Psychic,,,Psychic,×2,,,
xy8-164,Mewtwo-EX,[150],,170,Psychic,,,Psychic,×2,,,
xy9-1,Chikorita,[152],,60,Grass,,,Fire,×2,,,
xy9-2,Bayleef,[153],,90,Grass,,Chikorita,Fire,×2,,,
xy9-3,Meganium,[154],,150,Grass,,Bayleef,Fire,×2,Overgrow,"If this Pokémon's remaining HP is 50 or less, its attacks do 70 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).",Ability
xy9-4,Seedot,[273],,50,Grass,,,Fire,×2,,,
xy9-5,Kricketot,[401],,60,Grass,,,Fire,×2,,,
xy9-6,Kricketune,[402],,90,Grass,,Kricketot,Fire,×2,,,
xy9-7,Petilil,[548],,50,Grass,,,Fire,×2,,,
xy9-8,Lilligant,[549],,80,Grass,,Petilil,Fire,×2,,,
xy9-9,Durant,[632],,70,Grass,,,Fire,×2,,,
xy9-10,Growlithe,[58],,70,Fire,,,Water,×2,,,
xy9-11,Arcanine,[59],,110,Fire,,Growlithe,Water,×2,,,
xy9-12,Numel,[322],,80,Fire,,,Water,×2,,,
xy9-13,Camerupt,[323],,130,Fire,,Numel,Water,×2,,,
xy9-14,Emboar-EX,[500],,180,Fire,,,Water,×2,,,
xy9-15,Heatmor,[631],,100,Fire,,,Water,×2,,,
xy9-16,Psyduck,[54],,60,Water,,,Grass,×2,,,
xy9-17,Golduck,[55],,100,Water,,Psyduck,Grass,×2,,,
xy9-18,Golduck BREAK,[55],,140,Water,,Golduck,,,Hyper Transfer,"As often as you like during your turn (before your attack), you may move a basic Energy from 1 of your Pokémon to another of your Pokémon.",Ability
xy9-19,Slowpoke,[79],,70,Water,,,Grass,×2,,,
xy9-20,Slowbro,[80],,100,Water,,Slowpoke,Grass,×2,,,
xy9-21,Slowking,[199],,100,Water,,Slowpoke,Grass,×2,Royal Flash,"Once during your turn (before your attack), you may flip a coin. If heads, move an Energy from your opponent's Active Pokémon to 1 of his or her Benched Pokémon.",Ability
xy9-22,Shellder,[90],,60,Water,,,Grass,×2,,,
xy9-23,Shellder,[90],,60,Water,,,Grass,×2,,,
xy9-24,Cloyster,[91],,100,Water,,Shellder,Grass,×2,,,
xy9-25,Staryu,[120],,40,Water,,,Grass,×2,,,
xy9-26,Gyarados-EX,[130],,180,Water,,,Lightning,×2,,,
xy9-27,M Gyarados-EX,[130],,240,Water,,Gyarados-EX,Lightning,×2,,,
xy9-28,Lapras,[131],,120,Water,,,Metal,×2,,,
xy9-29,Corsola,[222],,80,Water,,,Grass,×2,,,
xy9-30,Suicune,[245],,120,Water,,,Grass,×2,Wind Charm,"As long as this Pokémon is your Active Pokémon, prevent all effects of your opponent's attacks, except damage, done to each of your Pokémon. (Existing effects are not removed.)",Ability
xy9-31,Palkia-EX,[484],,180,Water,,,Grass,×2,,,
xy9-32,Manaphy-EX,[490],,120,Water,,,Grass,×2,Aqua Tube,Each of your Pokémon that has any Water Energy attached to it has no Retreat Cost.,Ability
xy9-33,Tympole,[535],,60,Water,,,Grass,×2,,,
xy9-34,Palpitoad,[536],,90,Water,,Tympole,Grass,×2,,,
xy9-35,Seismitoad,[537],,150,Water,,Palpitoad,Grass,×2,,,
xy9-36,Ducklett,[580],,60,Water,,,Lightning,×2,,,
