id,name,card_rule,"CONCATENATE(""insert into trainer_cards ("",TEXTJOIN("","",TRUE,A$1,C$1),"") values('"",TEXTJOIN(""','"",FALSE,A2,C2),""');"")"
swsh2-202,Oleana,"You can play this card only if you discard 2 other cards from your hand., Your opponent reveals their hand. Put a Trainer card you find there on the bottom of their deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-202','You can play this card only if you discard 2 other cards from your hand., Your opponent reveals their hand. Put a Trainer card you find there on the bottom of their deck., You may play only 1 Supporter card during your turn.');"
swsh2-203,Sonia,"Search your deck for up to 2 Basic Pokémon or up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-203','Search your deck for up to 2 Basic Pokémon or up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh2-206,Big Charm,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., The Pokémon this card is attached to gets +30 HP., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-206','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., The Pokémon this card is attached to gets +30 HP., You may play any number of Item cards during your turn.');"
swsh2-207,Scoop Up Net,"Put 1 of your Pokémon that isn''t a Pokémon V or a Pokémon-GX into your hand. (Discard all attached cards.), You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-207','Put 1 of your Pokémon that isn''t a Pokémon V or a Pokémon-GX into your hand. (Discard all attached cards.), You may play any number of Item cards during your turn.');"
swsh2-208,Tool Scrapper,"Choose up to 2 Pokémon Tools attached to Pokémon (yours or your opponent''s) and discard them., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-208','Choose up to 2 Pokémon Tools attached to Pokémon (yours or your opponent''s) and discard them., You may play any number of Item cards during your turn.');"
swsh3-157,Big Parasol,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., As long as the Pokémon this card is attached to is in the Active Spot, prevent all effects of attacks from your opponent''s Pokémon done to all of your Pokémon. (Existing effects are not removed. Damage is not an effect.), You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh3-157','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., As long as the Pokémon this card is attached to is in the Active Spot, prevent all effects of attacks from your opponent''s Pokémon done to all of your Pokémon. (Existing effects are not removed. Damage is not an effect.), You may play any number of Item cards during your turn.');"
swsh3-158,Billowing Smoke,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., If the Pokémon this card is attached to is Knocked Out by damage from an attack from your opponent''s Pokémon, that player discards any Prize cards they would take for that Knock Out instead of putting those cards into their hand., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh3-158','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., If the Pokémon this card is attached to is Knocked Out by damage from an attack from your opponent''s Pokémon, that player discards any Prize cards they would take for that Knock Out instead of putting those cards into their hand., You may play any number of Item cards during your turn.');"
swsh3-159,Bird Keeper,"Switch your Active Pokémon with 1 of your Benched Pokémon. If you do, draw 3 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh3-159','Switch your Active Pokémon with 1 of your Benched Pokémon. If you do, draw 3 cards., You may play only 1 Supporter card during your turn.');"
swsh3-160,Cape of Toughness,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., The Basic Pokémon this card is attached to gets +50 HP, except Pokémon-GX., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh3-160','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., The Basic Pokémon this card is attached to gets +50 HP, except Pokémon-GX., You may play any number of Item cards during your turn.');"
swsh3-161,Familiar Bell,"Search your deck for a Pokémon with the same name as a Pokémon in your discard pile, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh3-161','Search your deck for a Pokémon with the same name as a Pokémon in your discard pile, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.');"
swsh3-162,Glimwood Tangle,"Once during each player''s turn, after that player flips any coins for an attack, they may ignore all results of those coin flips and begin flipping those coins again., This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('swsh3-162','Once during each player''s turn, after that player flips any coins for an attack, they may ignore all results of those coin flips and begin flipping those coins again., This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can''t play this card.');"
swsh3-163,Kabu,"Shuffle your hand into your deck. Then, draw 4 cards. If your Active Pokémon is your only Pokémon in play, draw 8 cards instead., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh3-163','Shuffle your hand into your deck. Then, draw 4 cards. If your Active Pokémon is your only Pokémon in play, draw 8 cards instead., You may play only 1 Supporter card during your turn.');"
swsh3-164,Old PC,"Flip 2 coins. If both are heads, put a card from your discard pile into your hand., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh3-164','Flip 2 coins. If both are heads, put a card from your discard pile into your hand., You may play any number of Item cards during your turn.');"
swsh3-165,Piers,"Search your deck for an Energy card and a Darkness Pokémon, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh3-165','Search your deck for an Energy card and a Darkness Pokémon, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh3-166,Pokémon Breeder''s Nurturing,"Choose up to 2 of your Pokémon in play. For each of those Pokémon, search your deck for a card that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck. You can''t use this card during your first turn or on a Pokémon that was put into play this turn., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh3-166','Choose up to 2 of your Pokémon in play. For each of those Pokémon, search your deck for a card that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck. You can''t use this card during your first turn or on a Pokémon that was put into play this turn., You may play only 1 Supporter card during your turn.');"
swsh3-167,Rare Fossil,"Play this card as if it were a 70-HP Basic Colorless Pokémon. At any time during your turn, you may discard this card from play., This card can''t be affected by any Special Conditions, and it can''t retreat., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh3-167','Play this card as if it were a 70-HP Basic Colorless Pokémon. At any time during your turn, you may discard this card from play., This card can''t be affected by any Special Conditions, and it can''t retreat., You may play any number of Item cards during your turn.');"
swsh3-168,Rose,"Attach up to 2 basic Energy cards from your discard pile to 1 of your Pokémon VMAX. If you attached any Energy cards in this way, discard your hand., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh3-168','Attach up to 2 basic Energy cards from your discard pile to 1 of your Pokémon VMAX. If you attached any Energy cards in this way, discard your hand., You may play only 1 Supporter card during your turn.');"
