id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier
swsh45sv-SV046,Arctozolt,[881],,130,Lightning,,Rare Fossil,Fighting,×2
swsh45sv-SV047,Galarian Ponyta,[77],,70,Psychic,,,Darkness,×2
swsh45sv-SV048,Galarian Rapidash,[78],,100,Psychic,,Galarian Ponyta,Darkness,×2
swsh45sv-SV049,Galarian Corsola,[222],,80,Psychic,,,Darkness,×2
swsh45sv-SV050,Galarian Cursola,[864],,100,Psychic,,Galarian Corsola,Darkness,×2
swsh45sv-SV051,Dedenne,[702],,70,Psychic,,,Metal,×2
swsh45sv-SV052,Sinistea,[854],,30,Psychic,,,Darkness,×2
swsh45sv-SV053,Polteageist,[855],,60,Psychic,,Sinistea,Darkness,×2
swsh45sv-SV054,Hatenna,[856],,60,Psychic,,,Darkness,×2
swsh45sv-SV055,Hattrem,[857],,80,Psychic,,Hatenna,Darkness,×2
swsh45sv-SV056,Hatterene,[858],,150,Psychic,,Hattrem,Darkness,×2
swsh45sv-SV057,Milcery,[868],,50,Psychic,,,Metal,×2
swsh45sv-SV058,Alcremie,[869],,110,Psychic,,Milcery,Metal,×2
swsh45sv-SV059,Indeedee,[876],,100,Psychic,,,Darkness,×2
swsh45sv-SV060,Dreepy,[885],,60,Psychic,,,Darkness,×2
swsh45sv-SV061,Drakloak,[886],,90,Psychic,,Dreepy,Darkness,×2
swsh45sv-SV062,Dragapult,[887],,150,Psychic,,Drakloak,Darkness,×2
swsh45sv-SV063,Galarian Farfetch'd,[83],,80,Fighting,,,Psychic,×2
swsh45sv-SV064,Galarian Sirfetch'd,[865],,130,Fighting,,Galarian Farfetch'd,Psychic,×2
swsh45sv-SV065,Galarian Yamask,[562],,70,Fighting,,,Grass,×2
swsh45sv-SV066,Galarian Runerigus,[867],,100,Fighting,,Galarian Yamask,Grass,×2
swsh45sv-SV067,Rolycoly,[837],,70,Fighting,,,Grass,×2
swsh45sv-SV068,Carkol,[838],,100,Fighting,,Rolycoly,Grass,×2
swsh45sv-SV069,Coalossal,[839],,160,Fighting,,Carkol,Grass,×2
swsh45sv-SV070,Silicobra,[843],,80,Fighting,,,Grass,×2
swsh45sv-SV071,Sandaconda,[844],,140,Fighting,,Silicobra,Grass,×2
swsh45sv-SV072,Clobbopus,[852],,60,Fighting,,,Psychic,×2
swsh45sv-SV073,Grapploct,[853],,130,Fighting,,Clobbopus,Psychic,×2
swsh45sv-SV074,Falinks,[870],,90,Fighting,,,Psychic,×2
swsh45sv-SV075,Stonjourner,[874],,140,Fighting,,,Grass,×2
swsh45sv-SV076,Koffing,[109],,60,Darkness,,,Fighting,×2
swsh45sv-SV077,Galarian Weezing,[110],,130,Darkness,,Koffing,Fighting,×2
swsh45sv-SV078,Galarian Zigzagoon,[263],,70,Darkness,,,Grass,×2
swsh45sv-SV079,Galarian Linoone,[264],,100,Darkness,,Galarian Zigzagoon,Grass,×2
swsh45sv-SV080,Galarian Obstagoon,[862],,160,Darkness,,Galarian Linoone,Grass,×2
swsh45sv-SV081,Nickit,[827],,70,Darkness,,,Grass,×2
swsh45sv-SV082,Thievul,[828],,100,Darkness,,Nickit,Grass,×2
swsh45sv-SV083,Impidimp,[859],,70,Darkness,,,Grass,×2
swsh45sv-SV084,Morgrem,[860],,90,Darkness,,Impidimp,Grass,×2
swsh45sv-SV085,Grimmsnarl,[861],,170,Darkness,,Morgrem,Grass,×2
swsh45sv-SV086,Galarian Meowth,[52],,60,Metal,,,Fire,×2
swsh45sv-SV087,Galarian Perrserker,[863],,120,Metal,,Galarian Meowth,Fire,×2
swsh45sv-SV088,Galarian Stunfisk,[618],,120,Metal,,,Fire,×2
swsh45sv-SV089,Corviknight,[823],,170,Metal,,Corvisquire,Lightning,×2
swsh45sv-SV090,Cufant,[878],,100,Metal,,,Fire,×2
swsh45sv-SV091,Copperajah,[879],,190,Metal,,Cufant,Fire,×2
swsh45sv-SV092,Duraludon,[884],,130,Metal,,,Fire,×2
swsh45sv-SV093,Minccino,[572],,70,Colorless,,,Fighting,×2
swsh45sv-SV094,Cinccino,[573],,90,Colorless,,Minccino,Fighting,×2
swsh45sv-SV095,Ducklett,[580],,50,Colorless,,,Lightning,×2
swsh45sv-SV096,Swanna,[581],,110,Colorless,,Ducklett,Lightning,×2
swsh45sv-SV097,Bunnelby,[659],,40,Colorless,,,Fighting,×2
swsh45sv-SV098,Oranguru,[765],,120,Colorless,,,Fighting,×2
swsh45sv-SV099,Skwovet,[819],,70,Colorless,,,Fighting,×2
swsh45sv-SV100,Greedent,[820],,120,Colorless,,Skwovet,Fighting,×2
swsh45sv-SV101,Rookidee,[821],,60,Colorless,,,Lightning,×2
swsh45sv-SV102,Corvisquire,[822],,80,Colorless,,Rookidee,Lightning,×2
swsh45sv-SV103,Wooloo,[831],,70,Colorless,,,Fighting,×2
swsh45sv-SV104,Dubwool,[832],,130,Colorless,,Wooloo,Fighting,×2
swsh45sv-SV105,Rillaboom V,[812],,220,Grass,,,Fire,×2
swsh45sv-SV106,Rillaboom VMAX,[812],,330,Grass,,Rillaboom V,Fire,×2
swsh45sv-SV107,Charizard VMAX,[6],,330,Fire,,Charizard V,Water,×2
swsh45sv-SV108,Centiskorch V,[851],,210,Fire,,,Water,×2
swsh45sv-SV109,Centiskorch VMAX,[851],,320,Fire,,Centiskorch V,Water,×2
swsh45sv-SV110,Lapras V,[131],,210,Water,,,Lightning,×2
swsh45sv-SV111,Lapras VMAX,[131],,320,Water,,Lapras V,Lightning,×2
swsh45sv-SV112,Toxtricity V,[849],,210,Lightning,,,Fighting,×2
swsh45sv-SV113,Toxtricity VMAX,[849],,320,Lightning,,Toxtricity V,Fighting,×2
swsh45sv-SV114,Indeedee V,[876],,180,Psychic,,,Darkness,×2
swsh45sv-SV115,Falinks V,[870],,160,Fighting,,,Psychic,×2
swsh45sv-SV116,Grimmsnarl V,[861],,220,Darkness,,,Grass,×2
swsh45sv-SV117,Grimmsnarl VMAX,[861],,330,Darkness,,Grimmsnarl V,Grass,×2
swsh45sv-SV118,Ditto V,[132],,170,Colorless,,,Fighting,×2
swsh45sv-SV119,Ditto VMAX,[132],,320,Colorless,,Ditto V,Fighting,×2
swsh45sv-SV120,Dubwool V,[832],,210,Colorless,,,Fighting,×2
swsh45sv-SV121,Eternatus V,[890],,220,Darkness,,,Fighting,×2
swsh45sv-SV122,Eternatus VMAX,[890],,340,Darkness,,Eternatus V,Fighting,×2
swsh5-1,Bellsprout,[69],,50,Grass,,,Fire,×2
swsh5-2,Weepinbell,[70],,80,Grass,,Bellsprout,Fire,×2
swsh5-3,Victreebel,[71],,150,Grass,,Weepinbell,Fire,×2
swsh5-4,Cacnea,[331],,70,Grass,,,Fire,×2
swsh5-5,Cacturne,[332],,120,Grass,,Cacnea,Fire,×2
swsh5-6,Kricketune V,[402],,180,Grass,,,Fire,×2
swsh5-7,Cherubi,[420],,50,Grass,,,Fire,×2
swsh5-8,Cherrim,[421],,80,Grass,,Cherubi,Fire,×2
swsh5-9,Carnivine,[455],,110,Grass,,,Fire,×2
swsh5-10,Durant,[632],,90,Grass,,,Fire,×2
swsh5-11,Scatterbug,[664],,40,Grass,,,Fire,×2
swsh5-12,Spewpa,[665],,80,Grass,,Scatterbug,Fire,×2
swsh5-13,Vivillon,[666],,120,Grass,,Spewpa,Fire,×2
swsh5-14,Fomantis,[753],,60,Grass,,,Fire,×2
swsh5-15,Lurantis,[754],,120,Grass,,Fomantis,Fire,×2
swsh5-16,Tapu Bulu,[787],,130,Grass,,,Fire,×2
swsh5-17,Blipbug,[824],,50,Grass,,,Fire,×2
swsh5-18,Flapple V,[841],,190,Grass,,,Fire,×2
swsh5-19,Flapple VMAX,[841],,320,Grass,,Flapple V,Fire,×2
swsh5-20,Entei,[244],,130,Fire,,,Water,×2
swsh5-21,Victini V,[494],,190,Fire,,,Water,×2
swsh5-22,Victini VMAX,[494],,310,Fire,,Victini V,Water,×2
swsh5-23,Tepig,[498],,80,Fire,,,Water,×2
swsh5-24,Pignite,[499],,100,Fire,,Tepig,Water,×2
swsh5-25,Emboar,[500],,180,Fire,,Pignite,Water,×2
swsh5-26,Heatmor,[631],,120,Fire,,,Water,×2
swsh5-27,Salandit,[757],,70,Fire,,,Water,×2
swsh5-28,Salazzle,[758],,90,Fire,,Salandit,Water,×2
swsh5-29,Sizzlipede,[850],,70,Fire,,,Water,×2
swsh5-30,Centiskorch,[851],,130,Fire,,Sizzlipede,Water,×2
swsh5-31,Horsea,[116],,60,Water,,,Lightning,×2
swsh5-32,Seadra,[117],,90,Water,,Horsea,Lightning,×2
swsh5-33,Kingdra,[230],,150,Water,,Seadra,Lightning,×2
swsh5-34,Galarian Mr. Mime,[122],,80,Water,,,Metal,×2
swsh5-35,Galarian Mr. Rime,[866],,110,Water,,Galarian Mr. Mime,Metal,×2
swsh5-36,Remoraid,[223],,60,Water,,,Lightning,×2
swsh5-37,Octillery,[224],,110,Water,,Remoraid,Lightning,×2
swsh5-38,Corphish,[341],,70,Water,,,Lightning,×2
swsh5-39,Crawdaunt,[342],,130,Water,,Corphish,Lightning,×2
swsh5-40,Empoleon V,[395],,210,Water,,,Lightning,×2
swsh5-41,Frillish,[592],,80,Water,,,Lightning,×2
swsh5-42,Jellicent,[593],,120,Water,,Frillish,Lightning,×2
swsh5-43,Bruxish,[779],,110,Water,,,Lightning,×2
swsh5-44,Electabuzz,[125],,80,Lightning,,,Fighting,×2
swsh5-45,Electivire,[466],,140,Lightning,,Electabuzz,Fighting,×2
swsh5-46,Shinx,[403],,60,Lightning,,,Fighting,×2
swsh5-47,Luxio,[404],,80,Lightning,,Shinx,Fighting,×2
swsh5-48,Luxray,[405],,150,Lightning,,Luxio,Fighting,×2
swsh5-49,Pachirisu,[417],,70,Lightning,,,Fighting,×2
swsh5-50,Tapu Koko V,[785],,210,Lightning,,,Fighting,×2
swsh5-51,Tapu Koko VMAX,[785],,320,Lightning,,Tapu Koko V,Fighting,×2
swsh5-52,Yamper,[835],,60,Lightning,,,Fighting,×2
swsh5-53,Boltund,[836],,130,Lightning,,Yamper,Fighting,×2
swsh5-54,Galarian Slowpoke,[79],,70,Psychic,,,Darkness,×2
swsh5-55,Spoink,[325],,60,Psychic,,,Darkness,×2
swsh5-56,Grumpig,[326],,130,Psychic,,Spoink,Darkness,×2
swsh5-57,Baltoy,[343],,60,Psychic,,,Darkness,×2
swsh5-58,Claydol,[344],,120,Psychic,,Baltoy,Darkness,×2
swsh5-59,Chimecho,[358],,70,Psychic,,,Darkness,×2
swsh5-60,Espurr,[677],,60,Psychic,,,Darkness,×2
swsh5-61,Meowstic,[678],,90,Psychic,,Espurr,Darkness,×2
swsh5-62,Mimikyu V,[778],,160,Psychic,,,Darkness,×2
swsh5-63,Necrozma V,[800],,220,Psychic,,,Darkness,×2
swsh5-64,Dottler,[825],,70,Psychic,,Blipbug,Darkness,×2
swsh5-65,Orbeetle,[826],,110,Psychic,,Dottler,Darkness,×2
swsh5-66,Mankey,[56],,60,Fighting,,,Psychic,×2
swsh5-67,Primeape,[57],,120,Fighting,,Mankey,Psychic,×2
swsh5-68,Onix,[95],,110,Fighting,,,Grass,×2
swsh5-69,Cubone,[104],,70,Fighting,,,Grass,×2
swsh5-70,Marowak,[105],,110,Fighting,,Cubone,Grass,×2
swsh5-71,Gligar,[207],,70,Fighting,,,Grass,×2
swsh5-72,Gliscor,[472],,120,Fighting,,Gligar,Grass,×2
swsh5-73,Timburr,[532],,80,Fighting,,,Psychic,×2
swsh5-74,Gurdurr,[533],,100,Fighting,,Timburr,Psychic,×2
swsh5-75,Conkeldurr,[534],,160,Fighting,,Gurdurr,Psychic,×2
swsh5-76,Mienfoo,[619],,60,Fighting,,,Psychic,×2
swsh5-77,Mienshao,[620],,90,Fighting,,Mienfoo,Psychic,×2
swsh5-78,Rolycoly,[837],,70,Fighting,,,Grass,×2
swsh5-79,Carkol,[838],,100,Fighting,,Rolycoly,Grass,×2
swsh5-80,Coalossal,[839],,180,Fighting,,Carkol,Grass,×2
swsh5-81,Silicobra,[843],,80,Fighting,,,Grass,×2
swsh5-82,Sandaconda,[844],,130,Fighting,,Silicobra,Grass,×2
swsh5-83,Falinks,[870],,110,Fighting,,,Psychic,×2
swsh5-84,Stonjourner,[874],,130,Fighting,,,Grass,×2
swsh5-85,Single Strike Urshifu V,[892],,220,Fighting,,,Psychic,×2
swsh5-86,Single Strike Urshifu VMAX,[892],,330,Fighting,,Single Strike Urshifu V,Psychic,×2
swsh5-87,Rapid Strike Urshifu V,[892],,220,Fighting,,,Psychic,×2
swsh5-88,Rapid Strike Urshifu VMAX,[892],,330,Fighting,,Rapid Strike Urshifu V,Psychic,×2
swsh5-89,Zubat,[41],,50,Darkness,,,Fighting,×2
swsh5-90,Golbat,[42],,80,Darkness,,Zubat,Fighting,×2
swsh5-91,Crobat,[169],,130,Darkness,,Golbat,Fighting,×2
swsh5-92,Galarian Slowbro,[80],,130,Darkness,,Galarian Slowpoke,Fighting,×2
swsh5-93,Murkrow,[198],,70,Darkness,,,Lightning,×2
swsh5-94,Honchkrow,[430],,130,Darkness,,Murkrow,Lightning,×2
swsh5-95,Houndour,[228],,60,Darkness,,,Grass,×2
swsh5-96,Houndoom,[229],,130,Darkness,,Houndour,Grass,×2
swsh5-97,Tyranitar V,[248],,230,Darkness,,,Grass,×2
swsh5-98,Morpeko,[877],,80,Darkness,,,Grass,×2
swsh5-99,Steelix,[208],,190,Metal,,Onix,Fire,×2
swsh5-100,Mawile,[303],,90,Metal,,,Fire,×2
swsh5-101,Bronzor,[436],,60,Metal,,,Fire,×2
swsh5-102,Bronzong,[437],,110,Metal,,Bronzor,Fire,×2
swsh5-103,Pawniard,[624],,60,Metal,,,Fire,×2
swsh5-104,Bisharp,[625],,110,Metal,,Pawniard,Fire,×2
swsh5-105,Honedge,[679],,60,Metal,,,Fire,×2
swsh5-106,Doublade,[680],,80,Metal,,Honedge,Fire,×2
swsh5-107,Aegislash,[681],,150,Metal,,Doublade,Fire,×2
swsh5-108,Aegislash,[681],,150,Metal,,Doublade,Fire,×2
swsh5-109,Corviknight V,[823],,210,Metal,,,Fire,×2
swsh5-110,Corviknight VMAX,[823],,320,Metal,,Corviknight V,Fire,×2
swsh5-111,Spearow,[21],,50,Colorless,,,Lightning,×2
swsh5-112,Fearow,[22],,90,Colorless,,Spearow,Lightning,×2
swsh5-113,Lickitung,[108],,110,Colorless,,,Fighting,×2
swsh5-114,Lickilicky,[463],,140,Colorless,,Lickitung,Fighting,×2
swsh5-115,Glameow,[431],,60,Colorless,,,Fighting,×2
swsh5-116,Purugly,[432],,120,Colorless,,Glameow,Fighting,×2
swsh5-117,Stoutland V,[508],,210,Colorless,,,Fighting,×2
swsh5-118,Bouffalant,[626],,120,Colorless,,,Fighting,×2
swsh5-119,Drampa,[780],,120,Colorless,,,Fighting,×2
swsh5-120,Indeedee,[876],,90,Colorless,,,Fighting,×2
swsh5-142,Kricketune V,[402],,180,Grass,,,Fire,×2
swsh5-143,Flapple V,[841],,190,Grass,,,Fire,×2
swsh5-144,Victini V,[494],,190,Fire,,,Water,×2
swsh5-145,Empoleon V,[395],,210,Water,,,Lightning,×2
swsh5-146,Empoleon V,[395],,210,Water,,,Lightning,×2
swsh5-147,Tapu Koko V,[785],,210,Lightning,,,Fighting,×2
swsh5-148,Mimikyu V,[778],,160,Psychic,,,Darkness,×2
swsh5-149,Necrozma V,[800],,220,Psychic,,,Darkness,×2
swsh5-150,Single Strike Urshifu V,[892],,220,Fighting,,,Psychic,×2
swsh5-151,Single Strike Urshifu V,[892],,220,Fighting,,,Psychic,×2
swsh5-152,Rapid Strike Urshifu V,[892],,220,Fighting,,,Psychic,×2
swsh5-153,Rapid Strike Urshifu V,[892],,220,Fighting,,,Psychic,×2
swsh5-154,Tyranitar V,[248],,230,Darkness,,,Grass,×2
swsh5-155,Tyranitar V,[248],,230,Darkness,,,Grass,×2
swsh5-156,Corviknight V,[823],,210,Metal,,,Fire,×2
swsh5-157,Stoutland V,[508],,210,Colorless,,,Fighting,×2
swsh5-164,Flapple VMAX,[841],,320,Grass,,Flapple V,Fire,×2
swsh5-165,Victini VMAX,[494],,310,Fire,,Victini V,Water,×2
swsh5-166,Tapu Koko VMAX,[785],,320,Lightning,,Tapu Koko V,Fighting,×2
swsh5-167,Single Strike Urshifu VMAX,[892],,330,Fighting,,Single Strike Urshifu V,Psychic,×2
swsh5-168,Single Strike Urshifu VMAX,[892],,330,Fighting,,Single Strike Urshifu V,Psychic,×2
swsh5-169,Rapid Strike Urshifu VMAX,[892],,330,Fighting,,Rapid Strike Urshifu V,Psychic,×2
swsh5-170,Rapid Strike Urshifu VMAX,[892],,330,Fighting,,Rapid Strike Urshifu V,Psychic,×2
swsh5-171,Corviknight VMAX,[823],,320,Metal,,Corviknight V,Fire,×2
swsh5-178,Octillery,[224],,110,Water,,Remoraid,Lightning,×2
swsh5-179,Houndoom,[229],,130,Darkness,,Houndour,Grass,×2
swsh6-1,Weedle,[13],,40,Grass,,,Fire,×2
swsh6-2,Kakuna,[14],,80,Grass,,Weedle,Fire,×2
swsh6-3,Beedrill,[15],,130,Grass,,Kakuna,Fire,×2
swsh6-4,Ledyba,[165],,60,Grass,,,Fire,×2
swsh6-5,Ledian,[166],,90,Grass,,Ledyba,Fire,×2
swsh6-6,Heracross,[214],,120,Grass,,,Fire,×2
swsh6-7,Celebi V,[251],,190,Grass,,,Fire,×2
swsh6-8,Celebi VMAX,[251],,310,Grass,,Celebi V,Fire,×2
swsh6-9,Snover,[459],,80,Grass,,,Fire,×2
swsh6-10,Abomasnow,[460],,140,Grass,,Snover,Fire,×2
swsh6-11,Deerling,[585],,60,Grass,,,Fire,×2
swsh6-12,Sawsbuck,[586],,110,Grass,,Deerling,Fire,×2
swsh6-13,Bounsweet,[761],,60,Grass,,,Fire,×2
swsh6-14,Steenee,[762],,80,Grass,,Bounsweet,Fire,×2
swsh6-15,Tsareena,[763],,140,Grass,,Steenee,Fire,×2
swsh6-16,Grookey,[810],,60,Grass,,,Fire,×2
swsh6-17,Thwackey,[811],,100,Grass,,Grookey,Fire,×2
swsh6-18,Rillaboom,[812],,180,Grass,,Thwackey,Fire,×2
swsh6-19,Zarude,[893],,130,Grass,,,Fire,×2
swsh6-20,Blaziken V,[257],,210,Fire,,,Water,×2
swsh6-21,Blaziken VMAX,[257],,320,Fire,,Blaziken V,Water,×2
swsh6-22,Castform Sunny Form,[351],,70,Fire,,,Water,×2
swsh6-23,Larvesta,[636],,80,Fire,,,Water,×2
swsh6-24,Volcarona,[637],,130,Fire,,Larvesta,Water,×2
swsh6-25,Volcanion V,[721],,220,Fire,,,Water,×2
swsh6-26,Scorbunny,[813],,60,Fire,,,Water,×2
swsh6-27,Raboot,[814],,90,Fire,,Scorbunny,Water,×2
swsh6-28,Cinderace,[815],,170,Fire,,Raboot,Water,×2
swsh6-29,Lapras,[131],,110,Water,,,Metal,×2
swsh6-30,Sneasel,[215],,70,Water,,,Metal,×2
swsh6-31,Weavile,[461],,110,Water,,Sneasel,Metal,×2
swsh6-32,Delibird,[225],,90,Water,,,Metal,×2
swsh6-33,Castform Rainy Form,[351],,70,Water,,,Lightning,×2
swsh6-34,Castform Snowy Form,[351],,70,Water,,,Metal,×2
swsh6-35,Snorunt,[361],,60,Water,,,Metal,×2
swsh6-36,Froslass,[478],,90,Water,,Snorunt,Metal,×2
swsh6-37,Spheal,[363],,70,Water,,,Metal,×2
swsh6-38,Sealeo,[364],,110,Water,,Spheal,Metal,×2
swsh6-39,Walrein,[365],,170,Water,,Sealeo,Metal,×2
swsh6-40,Tapu Fini,[788],,120,Water,,,Lightning,×2
swsh6-41,Sobble,[816],,60,Water,,,Lightning,×2
swsh6-42,Drizzile,[817],,90,Water,,Sobble,Lightning,×2
swsh6-43,Inteleon,[818],,150,Water,,Drizzile,Lightning,×2
swsh6-44,Rapid Strike Urshifu,[892],,140,Water,,Kubfu,Lightning,×2
swsh6-45,Ice Rider Calyrex V,[898],,210,Water,,,Metal,×2
swsh6-46,Ice Rider Calyrex VMAX,[898],,320,Water,,Ice Rider Calyrex V,Metal,×2
swsh6-47,Mareep,[179],,70,Lightning,,,Fighting,×2
swsh6-48,Flaaffy,[180],,100,Lightning,,Mareep,Fighting,×2
swsh6-49,Ampharos,[181],,160,Lightning,,Flaaffy,Fighting,×2
swsh6-50,Blitzle,[522],,60,Lightning,,,Fighting,×2
swsh6-51,Zebstrika,[523],,120,Lightning,,Blitzle,Fighting,×2
swsh6-52,Thundurus,[642],,120,Lightning,,,Fighting,×2
swsh6-53,Zeraora V,[807],,210,Lightning,,,Fighting,×2
swsh6-54,Galarian Slowpoke,[79],,70,Psychic,,,Darkness,×2
swsh6-55,Gastly,[92],,50,Psychic,,,Darkness,×2
swsh6-56,Haunter,[93],,80,Psychic,,Gastly,Darkness,×2
swsh6-57,Gengar,[94],,130,Psychic,,Haunter,Darkness,×2
swsh6-58,Galarian Articuno V,[144],,210,Psychic,,,Darkness,×2
swsh6-59,Ralts,[280],,60,Psychic,,,Metal,×2
swsh6-60,Kirlia,[281],,80,Psychic,,Ralts,Metal,×2
swsh6-61,Gardevoir,[282],,140,Psychic,,Kirlia,Metal,×2
swsh6-62,Shuppet,[353],,50,Psychic,,,Darkness,×2
swsh6-63,Banette,[354],,80,Psychic,,Shuppet,Darkness,×2
swsh6-64,Cresselia,[488],,120,Psychic,,,Darkness,×2
swsh6-65,Golett,[622],,90,Psychic,,,Darkness,×2
swsh6-66,Golurk,[623],,150,Psychic,,Golett,Darkness,×2
swsh6-67,Swirlix,[684],,60,Psychic,,,Metal,×2
swsh6-68,Slurpuff,[685],,110,Psychic,,Swirlix,Metal,×2
swsh6-69,Inkay,[686],,50,Psychic,,,Darkness,×2
swsh6-70,Malamar,[687],,120,Psychic,,Inkay,Darkness,×2
swsh6-71,Hatenna,[856],,60,Psychic,,,Darkness,×2
swsh6-72,Hattrem,[857],,80,Psychic,,Hatenna,Darkness,×2
swsh6-73,Hatterene,[858],,130,Psychic,,Hattrem,Darkness,×2
swsh6-74,Shadow Rider Calyrex V,[898],,210,Psychic,,,Darkness,×2
swsh6-75,Shadow Rider Calyrex VMAX,[898],,320,Psychic,,Shadow Rider Calyrex V,Darkness,×2
swsh6-76,Diglett,[50],,50,Fighting,,,Grass,×2
swsh6-77,Dugtrio,[51],,90,Fighting,,Diglett,Grass,×2
swsh6-78,Galarian Farfetch'd,[83],,80,Fighting,,,Psychic,×2
swsh6-79,Galarian Sirfetch'd,[865],,130,Fighting,,Galarian Farfetch'd,Psychic,×2
swsh6-80,Galarian Zapdos V,[145],,200,Fighting,,,Psychic,×2
swsh6-81,Gallade,[475],,170,Fighting,,Kirlia,Psychic,×2
swsh6-82,Galarian Yamask,[562],,60,Fighting,,,Grass,×2
swsh6-83,Galarian Runerigus,[867],,120,Fighting,,Galarian Yamask,Grass,×2
swsh6-84,Crabrawler,[739],,80,Fighting,,,Psychic,×2
swsh6-85,Crabominable,[740],,150,Fighting,,Crabrawler,Psychic,×2
swsh6-86,Rockruff,[744],,70,Fighting,,,Grass,×2
swsh6-87,Lycanroc,[745],,120,Fighting,,Rockruff,Grass,×2
swsh6-88,Passimian,[766],,110,Fighting,,,Psychic,×2
swsh6-89,Sandaconda V,[844],,220,Fighting,,,Grass,×2
swsh6-90,Sandaconda VMAX,[844],,320,Fighting,,Sandaconda V,Grass,×2
swsh6-91,Clobbopus,[852],,70,Fighting,,,Psychic,×2
swsh6-92,Grapploct,[853],,140,Fighting,,Clobbopus,Psychic,×2
swsh6-93,Kubfu,[891],,70,Fighting,,,Psychic,×2
swsh6-94,Koffing,[109],,70,Darkness,,,Fighting,×2
swsh6-95,Weezing,[110],,130,Darkness,,Koffing,Fighting,×2
swsh6-96,Galarian Weezing,[110],,130,Darkness,,Koffing,Fighting,×2
swsh6-97,Galarian Moltres V,[146],,220,Darkness,,,Grass,×2
swsh6-98,Galarian Slowking,[199],,120,Darkness,,Galarian Slowpoke,Fighting,×2
swsh6-99,Galarian Slowking V,[199],,220,Darkness,,,Fighting,×2
swsh6-100,Galarian Slowking VMAX,[199],,320,Darkness,,Galarian Slowking V,Fighting,×2
swsh6-101,Qwilfish,[211],,90,Darkness,,,Fighting,×2
swsh6-102,Seviper,[336],,110,Darkness,,,Fighting,×2
swsh6-103,Spiritomb,[442],,70,Darkness,,,Grass,×2
swsh6-104,Liepard V,[510],,190,Darkness,,,Grass,×2
swsh6-105,Venipede,[543],,70,Darkness,,,Fighting,×2
swsh6-106,Whirlipede,[544],,90,Darkness,,Venipede,Fighting,×2
swsh6-107,Scolipede,[545],,160,Darkness,,Whirlipede,Fighting,×2
swsh6-108,Single Strike Urshifu,[892],,140,Darkness,,Kubfu,Grass,×2
swsh6-109,Aron,[304],,70,Metal,,,Fire,×2
swsh6-110,Lairon,[305],,100,Metal,,Aron,Fire,×2
swsh6-111,Aggron,[306],,180,Metal,,Lairon,Fire,×2
swsh6-112,Metagross V,[376],,220,Metal,,,Fire,×2
swsh6-113,Metagross VMAX,[376],,330,Metal,,Metagross V,Fire,×2
swsh6-114,Cobalion,[638],,120,Metal,,,Fire,×2
swsh6-115,Tauros,[128],,130,Colorless,,,Fighting,×2
swsh6-116,Porygon,[137],,60,Colorless,,,Fighting,×2
swsh6-117,Porygon2,[233],,90,Colorless,,Porygon,Fighting,×2
swsh6-118,Porygon-Z,[474],,140,Colorless,,Porygon2,Fighting,×2
swsh6-119,Blissey V,[242],,250,Colorless,,,Fighting,×2
swsh6-120,Zangoose,[335],,110,Colorless,,,Fighting,×2
swsh6-121,Castform,[351],,70,Colorless,,,Fighting,×2
swsh6-122,Kecleon,[352],,90,Colorless,,,Fighting,×2
swsh6-123,Shaymin,[492],,70,Colorless,,,Lightning,×2
swsh6-124,Tornadus V,[641],,210,Colorless,,,Lightning,×2
swsh6-125,Tornadus VMAX,[641],,320,Colorless,,Tornadus V,Lightning,×2
swsh6-126,Furfrou,[676],,90,Colorless,,,Fighting,×2
swsh6-127,Skwovet,[819],,60,Colorless,,,Fighting,×2
swsh6-128,Greedent,[820],,120,Colorless,,Skwovet,Fighting,×2
swsh6-160,Celebi V,[251],,190,Grass,,,Fire,×2
swsh6-161,Blaziken V,[257],,210,Fire,,,Water,×2
swsh6-162,Volcanion V,[721],,220,Fire,,,Water,×2
swsh6-163,Ice Rider Calyrex V,[898],,210,Water,,,Metal,×2
swsh6-164,Ice Rider Calyrex V,[898],,210,Water,,,Metal,×2
swsh6-165,Zeraora V,[807],,210,Lightning,,,Fighting,×2
swsh6-166,Zeraora V,[807],,210,Lightning,,,Fighting,×2
swsh6-167,Galarian Rapidash V,[78],,210,Psychic,,,Darkness,×2
swsh6-168,Galarian Rapidash V,[78],,210,Psychic,,,Darkness,×2
swsh6-169,Galarian Articuno V,[144],,210,Psychic,,,Darkness,×2
swsh6-170,Galarian Articuno V,[144],,210,Psychic,,,Darkness,×2
swsh6-171,Shadow Rider Calyrex V,[898],,210,Psychic,,,Darkness,×2
swsh6-172,Shadow Rider Calyrex V,[898],,210,Psychic,,,Darkness,×2
swsh6-173,Galarian Zapdos V,[145],,200,Fighting,,,Psychic,×2
swsh6-174,Galarian Zapdos V,[145],,200,Fighting,,,Psychic,×2
swsh6-175,Sandaconda V,[844],,220,Fighting,,,Grass,×2
swsh6-176,Galarian Moltres V,[146],,220,Darkness,,,Grass,×2
swsh6-177,Galarian Moltres V,[146],,220,Darkness,,,Grass,×2
swsh6-178,Galarian Slowking V,[199],,220,Darkness,,,Fighting,×2
swsh6-179,Galarian Slowking V,[199],,220,Darkness,,,Fighting,×2
swsh6-180,Liepard V,[510],,190,Darkness,,,Grass,×2
